URL;Label
healthgrades.com/provider/thomas-goldstein-y8ltv/;good
pipl.com/directory/name/Mckie/Jean;good
rusemp2894.ru/data/feeder;bad
usa-people-search.com/Find-Carla-Brown-IA.aspx;good
tools.ietf.org/html/rfc1773;good
accesstoaccesscontrol.com/wp-admin/js/ovg/index.php;bad
techgage.com/article/lavalys_everest_ultimate_edition_30/;good
123people.com/s/louis+charlene;good
lesitedeschampions.ca/curlingcand.html;good
en.wikipedia.org/wiki/Walter_Stull;good
two-of-us.at/images/vein.exe;bad
ragstwo.com/wp-content/my.screenname.aol.com/_cqr/7045ac1d5f2bbfb9c618dfbbc12a6b83/;bad
youtube.com/watch?index=23&v=FLQMQYx4y4s&list=PL50376C0DA1EF6109;good
"henriqueneupersonal.com.br/jss/greek/newpage/passerror.php?rand=13InboxLightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fav.1&amp;rand.13InboxLight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;fav.1&amp;email=&amp;.rand=13InboxLight.aspx?n=1774256418&amp;fid=4";bad
www.webreference.com/xml/column54/;good
cbsa-asfc.gc.ca/import/codes/nb-eng.html;good
91.239.25.60:6892;bad
www745.paypal.ca.16369.securessl-120.mx/js/web.apps/ca/m.pp/?cmnd=_lg&nav=_03A95AE4E4CEC3151C62;bad
www.13one.de/vz8gl5a;bad
epjbcn.es/jbcn/cp.php?m=login;bad
writing.upenn.edu/~afilreis/50s/hygiene-films.html;good
docedebebe.com.br/g/cp.php?m=login;bad
usa-people-search.com/Find-David-Mello.aspx;good
www.amexpresonlineservices.com/diamond/;bad
midigma.ru//wp-admin/images/rdr.php;bad
paypal.com-us-cgi-bin.web.iscr.cmd-homeiielocale.xx13-en-us.vaidicastro.com/paypal/14bde27b2a39a0adeef0ca982aaa6ac3/;bad
"bestchemicals.ru/securiter/gb/cycgi-bin/webscr/webscrcmd=_home-customer&amp;nav=1/";bad
youtube.com/watch?v=1R_oTxN8P24;good
hjartholm.no/blog/wp-includes/js/bookmark/index.php;bad
en.wikipedia.org/wiki/Sofa_(Canadian_band);good
netclip.ro/08yhrf3;bad
mentoring.nyc.sg/ppay/prepagata.php?login=5885d80a13c0db1f8e263663d3faee8da6a0e86558d6153d7722c6eea13ecd7b;bad
youtube.com/watch?v=8hR_15J48Xs;good
virmalw.name/uw2vyhpd;bad
starpathholdings.com/wp-includes/sample165177PDF/auth/upload/doc/;bad
abodedublin.com/;good
congregations.urj.org/display.cfm?state=ALL;good
paypal.com-us.cgi-bin-webscr-cmd.login-submit-dispatch.632499780005070577958975979567625240507541979849647250421785645.hairandbeautybygemma.co.uk/Us.php;bad
eagleeyes.com/;good
ajboonbutchers.co.uk/;good
ithurria.org/487ygfh;bad
en.wikipedia.org/wiki/Quebec_Route_132;good
green.tribuneregister.com/;good
dl.downf468.com/n/3.0.26.3/8311230/avast.exe;bad
kucnitrener.rs/aoll/Aol pagehtml;bad
caramengobatihepatitis.com/wp-includes/dropbox/index.php;bad
maxlines.com/wp-admin/Re-validate/index.php;bad
swissitaly.com/includes/phpmailer/class.pop3.php?id=;bad
answers.yahoo.com/question/index?qid=20070608214803AAlLoVV;good
doc.cat-v.org/plan_9/4th_edition/papers/rc;good
re-electshadqadri.com/wordpress/wp-includes/SimplePie/Data/4f6c82a0fbfcdd17d52e626c2df542e6/;bad
disenosyservicios.com/a;bad
calambamisocc.gov.ph/libraries/joomla/google/embed/;bad
jewishhumorcentral.com/2011/05/famous-and-beautiful-jewish-actors-and.html;good
literaryguild.com/;good
ttd.co.th/~ttd.co.th/s78zc63;bad
travelinsider.com.au/8g74crec?bxmqouk=hbdpdqiri;bad
tractorhouse.com/list/list.aspx?ETID=1&catid=1148&Manu=HOULE;good
mgotto.homepage.t-online.de/HJghjb54?twauFI=OOeQBhIeTQ;bad
"dt.daqing.net/js/?hxxp:/us.battle.net/login/en/?ref=hxxp:/jyzmcdeus.battle.net/d3/en/index&amp;app=com-d3";bad
cazare-sucevita.ro/js/;bad
astonvilladirect.com/;good
amazon.com/s?ie=UTF8&keywords=barney%20cassettes&rh=i%3Aaps%2Ck%3Abarney%20cassettes&page=1;good
coursehero.com/file/6013106/3-aeligordmlaquoaringordmbrvbararingpoundaringeacutelaquoccedilcopy/;good
files-shared.g-drivegooogle-share-doc-file.com/files/;bad
leveillee.net/guestbook/guestbook.html;good
communiques.gouv.qc.ca/cgi-bin/select.pl/org?candy=4&lang=eng&bindispatch=-1&okey=36741;good
pitt.edu/~dash/perrault.html;good
historyorb.com/religion/christianity/roman-catholic;good
"www.game-over.net/reviews.php?page=ps2reviews&amp;id=51";good
last.fm/music/Shankar-Ehsaan-Loy;good
cinematreasures.org/theaters/6334;good
lenpeh.ru/images/hp/account/Contact_info.htm;bad
shopbydeals.com/inc/js/z/A0L/login.htm;bad
www.jaluzele-verticale-ploiesti.com/IS24Web/Login/Login.aspx/;bad
facebook.com/Betsnowden;good
jspub.com/genealogy/john&marthawarwickstevenson.html;good
pijepkm.work/upload/_dispatch.php;bad
www.shikoku.co.jp/eng/;good
www.bridgewebs.com/kent/;good
tzutzu.duckdns.org:23232/my.php;bad
twitter.com/5dVRylmE2b;bad
intranet.4more.com.au/md/;bad
boonvillenc.org/~stevepia/demo/wbsccr.php;bad
rollingstoneslondon.com/Members.html;good
visitstoke.co.uk/thedms.aspx?dms=13&venue=2223012;good
15thflooroctagonbuilding.com/paypal/5b3907523ec6ac05f20d53bd40db7da0/;bad
whoswhosa.co.za/kaizer-motaung-5324;good
linkedin.com/pub/dir/+/Souaid;good
huarui-tec.com/js/?us.battle.net/login/en/?ref=cadglydus.battle.net/d3/en/index;bad
woodchuckers.com/SOWE/ontevents.htm;good
socialmediahelpforbusinesses.com/yui54iufo5\nprovidenthousing.com/GreenPark/locationmap.htm;bad
maycongtrinhduylong.com/098tb?NlCImd=fAlzdy;bad
www.npcimaging.com/engraver/frameset.htm;good
scribd.com/doc/24723893/Eagles-vs-Dallas-NFL-Game-Notes;good
biographi.ca/009004-119.01-e.php?&id_nbr=2507;good
gnmchurch.co.za/wp/acounte3/rederectionrapidservice122013.php;bad
eenaquhlgmgidkh.pl/php/upload.php;bad
acaciainvest.ro/98h86f;bad
hope.linkhause.com.ar/tp7guzbdvo\nwww.lavoro24.it/offerte_lavoro.php?cosa=&regione=&provincia=&categoria=302&azienda=&page=3;bad
176.103.62.108/ideal/jenny.php;bad
mxp2003.com;bad
frillr.com/?q=content/stephanie-seymour-reunites-billionaire-husband-peter-brant;good
vswaagv.org/apache_handler.php;bad
facebook.com/pages/Eric-Fernsten/108670529157055;good
tualimpa.pt/browse/cp.php?m=login;bad
users.comlab.ox.ac.uk/ian.collier/Rexx/;good
kossanpaint.com/;good
us.battle.net-bizzard-wow-com.net-inl.net/battle_net_account.php?ref=https:/us.battle.net/account/management/index.xml&;bad
imdb.com/title/tt0089689/;good
imdb.com/title/tt1972694/;good
91.239.24.31:6892;bad
msn.foxsports.com/collegebasketball/story/UVU-Mens-Basketball-201112-schedule-30929733;good
music.yahoo.com/dragonlord/;good
zampones.vila-real.com/media/well.htm;bad
www.bignosebird.com/ssi.shtml;good
youtube.com/watch?v=VR3LhX6oE3s;good
enchantedlearning.com/inventors/1900a.shtml;good
showdepremios2012.com.br.ms/;bad
www.topix.com/business/aerospace-defense;good
art.oregonspinecenter.com/upCopy/;bad
lowellworkshops.com/;good
chazzcreations.com/mize_genealogy;good
archiver.rootsweb.ancestry.com/th/read/QBC-MONTREAL/2007-06/1182837880;good
thecoolnerdsquad.com/wp-content/plugins/cached_data/ta4bl6ET6At3eL1Ef4oN2/;bad
actioninterior.com/accounte-verified/secure-code6/home/8bac043b170054c270f6cfc44709ae34/;bad
www.smees.be/43d0mbs;bad
uchenna.h4p.co/signin.php;bad
box754.bluehost.com/~mediabou/includes/database/upd/mpp/signin/;bad
rivals.yahoo.com/ncaa/football/teams/bbp/roster;good
colleenthestylist.com/rdrfp;bad
"www.marketing.blindadocodec.com/link.php?M=78506&amp;N=3&amp;L=1&amp;F=H";bad
imdb.com/name/nm0286327/;good
hollywoodjesus.com/021ygs7;bad
apygerard.free.fr/wp-rsss.php;bad
answers.com/topic/monique-mercure;good
bazandecoradores.com/blog/wp-content/uploads/2014/05/.js/Yahooupdates/index_2.php;bad
myspace.com/sexxxyeddy;good
buffetsdobrasil.com.br/wp-includes/verify/Stgeorge.Com.AU/logon.php?safeAndSecurepage=Y&bhcp=1;bad
encyclopedia.com/topic/William_Edmond_Logan.aspx;good
three.fewfjisi.biz/0efs18ojk1\ncapva.tvcacapava.com.br/znvlbk2.html;bad
infonet-ee.com/data2/;bad
a1tourism.com/slovenia/;good
ulmicsulfa.net/mhngaxy;bad
maxigolon.com/viewforum.php;bad
wn.com/quebec_energy;good
imdb.com/title/tt0109865/;good
daenenhetrecentorumque.o2chair.com/u8q4ok1hh5.php\nnewsok.com/;bad
biggerlongermoretimemoresperms.net/wp-includes/nD/;bad
www.atrevitta.com.br/wp/wp-content/plugins/nextgen-gallery/lib/multisite.dll;bad
googleapists.com/maps/jsquery.php;bad
currysauto.com/chantilly.htm;good
militarymuseum.org/lagunachapala.html;good
gcamcam.info/remax-properties.com/remax;bad
shneaky.net/;good
ebay.com/itm/1935-MONTREAL-MAROONS-OFFICIAL-NHL-HOCKEY-TEAM-PATCH-/120539261518;good
wiki.answers.com/Q/When_was_the_first_home_computer_invented;good
104.192.103.28/pelumi/panel/cp.php?letter=login;bad
strangemusicinc.net/p31/Big-Scoob-Monsterifik-Autographed-Poster/product_info.html;good
gradschools.com/school-details/university-of-north-carolina-at-chapel-hill-63632;good
www.oocities.org/sg/ggcdng/;bad
bursaforex.home.ro/54ghnnuo;bad
kansascity-plus.com/fairfield-inn-kansas-city-downtown-union-hill.htm;good
censusonline.us/browse/ALBRIGHT/;good
azlyrics.com/lyrics/gwenstefani/richgirl.html;good
vimeo.com/9156541;good
torrentreactor.net/torrents/2526178/NDS-Back_At_The_Barnyard_Barnyard_Games-EUR-zip;good
esoterismovradia.org/media/system/js/ui/webmail/Buckeye-Express/bex.net/buckeye-express.html;bad
secur.paypal.com.us.home.cgi.8w7ee2dhywdsu128e7yddhs182y.128ew1eh1287gt2heb342fr732yuewdb.827dgwdb128dyub23qwd.de812ydubwqd812gydbj.328gdfbjewd287dgyw328wqdh.326new.generic7consult.net/;bad
agrofuelgroup.com/~purebusi/paypal/;bad
henryoden.com/;good
tardafs.com/KoMPL4HnTSMo/webscrprim.php?dGFyZGFmcy5jb20=uhOTG57kUJHNN54221oPLKj988777AOP784MTM1ODI5NTE2OA==;bad
nibs.com/;good
supaprice.co.uk/p/result.jsp?ga=uk9&q=signed+stoke+city+shirt;good
charleychaseonline.com/;good
goaliesarchive.com/canadiens/indexmcneil.html;good
letitskype.info;bad
95.163.114.196/bins/mirai.{arm|m68k|etc|etc};bad
www.daimi.au.dk/~beta/;good
cerc.co.uk/environmental-software/ADMS-Roads-model.html;good
landgroup-co.com/Etisalat.htm;bad
anna-and-shae.com/vice-amputee-swimmer/;good
tvlistings.zap2it.com/tv/aqua-teen-hunger-force/EP00466293;good
strangehabitsband.com/;good
glospinc.com/js/tiny_mce/Goldencat/es/auth/view/document/eula.html/;bad
www.gxyzx.com/js/?ref=eqrwpzwus.battle.net/d3/en/index;bad
85.14.243.9/;bad
filtraguide.com/en/22/ext/35/markets/pulp_paper_industry/0/index.html;good
onlineworldofwrestling.com/results/wweppv/survivorseries/;good
eventplus.co.in/login1/secured.paypal/webscr.php?cmd=_login-run5c8c830ccbe5d7672b5bf52fc6410ae95c8c830ccbe5d7672b5bf52fc6410ae9;bad
batsu.org/viewtopic.php?t=46692;good
notretribu.eu/08yhrf3;bad
theracesite.com/index.cfm?template=magazine&mag_id=9704_5;good
taylorsadp.edu.my/components/Blackboard.htm;bad
flexeasymodegrill.info/inn/boaa/thankyou.html;bad
adregionet.pl/wp-content/plugins/akismet/6382888375/745353769679/;bad
aseaofblue.com/2010/9/1/1662435/kentucky-basketball-greg-doyell-on;good
"www.wzwjm.com/inc/?secure.runescape.com/m=weblogin/loginform.ws?mod=www&amp;qpxhgzsamp;ssl=0&amp;dest";bad
www.websupergoo.com/products.htm;good
yahia17.no-ip.org:1177;bad
malibusmostwanted.warnerbros.com/;good
en.goldenmap.com/Ontario_Highway_48;good
doubtclear.com/images/cp.php?letter=login;bad
music.yahoo.com/a-static-lullaby/videos/;good
engineering.asu.edu/people;good
lapeliculadelbalon.com/04b3bb312b7b707fadfcac7380c6a15d/;bad
www.anu.edu.au/people/Roger.Clarke/II/Cookies.html;good
thespec.com/print/article/545487;good
"us.battlle.net.htm.bwfx.info/battle_net_account.html?ref=us.battle.net/account/management/index.xml&amp;app=bam&amp;t=1";bad
answers.com/topic/colin-ferguson-actor;good
lafirmalegal.com/www.cic.fr-login-secure/4980f1d821b7e0016e60711a3f59e9b3/lb.php?id=13698;bad
avestaautoprofile.com/bbs/messages/;bad
www.angelfire.com/super/naomicampbell/;good
visbymaklarna.se/knby545;bad
allmusic.com/artist/game-theory-p4335;good
purchase-protection-program.com/;bad
"jardininfantilcometas.com/shl/boxMrenewal.php?Email=abuse@taslakian.com&amp;.rand=13vqcr8bp0gud&amp;lc=1033&amp;id=64855&amp;mkt=en-us&amp;cbcxt=mai&amp;snsc=1";bad
tripleplays.sabr.org/tp_stadium.htm;good
allwwewrestlers.com/buddy_rogers.htm;good
91.219.28.76/apache_handler.php;bad
martos.pt/0ftce4?EgPYyqASjTt=BFoFrAm;bad
news.goldseek.com/FeaturedPR/1320849540.php;good
alissonluis-musico.sites.uol.com.br/mar.jpg;bad
citizendia.org/KGO-TV;good
pastehtml.com/view/b4mb3nlq6.html;bad
homeohealthclinic.com/wp-includes/wetransfer/wetransfer/kola.html;bad
jnjk.mobunykedafppw.net/6t35b531ol\nwww.emaildominion.com/77c9a683ce87189c9d8801b0c24aecef.php?q=eee9d91e80826e6d2b6672e0a3764b2b;bad
thecanadianencyclopedia.com/index.cfm?PgNm=TCE&Params=U1ARTU0002644;good
arcadja.com/auctions/en/harris_robert_george/artist/78516/;good
tvguide.com/celebrities/larry-vincent/187306;good
account.buscaunamascota.interactivos123.com/conexion/God/upgrade/newp/index.php;bad
security.co.uk.token-e76z7a688a69871b.cmd-home.com/Confirm.php?command=_cmd-log-in&cookie=1bc29b36f623ba82aaf6724fd3b16718;bad
methninja.tk/private/hawkraw.exe;bad
usw.ca/media/news/releases?id=0681;good
rcchaloupka.cz/admin/spaw/;bad
greenstrikes.pt/tpd6o;bad
193.107.17.48/justagame/p2/admin.php;bad
www.editpadpro.com/editpadlite.html;good
healthgrades.com/provider/bruce-pinker-27xmn/;good
jrupsyx.market-update2017.com/;bad
searchenginewatch.com/article/2065323/ODP-Testing-Public-Abuse-Report-System;good
"www.bjcurio.com/js/index.htm?us.battle.net/login/en/?ref=sxgnsebus.battle.net/d3/en/index&amp;app=com-d3";bad
widomskipawel.w.interia.pl/;bad
abdcards.com/photos/ccmphoto.htm;good
'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=2&attachauth=ANoY7crbvs1QDpsCz5j6x_dFYtE73TgHzy7TPnMWOz6jsCrbwg_7_fFOGv399jQL6U5-Nb9hx3qb2WR6RLYAgkkPf1XZvYFkFDP0Ay5EIO0WAOex_NoYs8p1MsopyCe3b83epdoznKpMfLcESt-iERNAtTtcyrK8qlNdMj0exSN1W0yH2OECGpWw8j868inBRE365pfCOv3xCRGiP7gZyx5WxhR63tFvcA\%3D\%3D&attredirects=0';bad
http://bazurashop.com/idex.html?sfm_from_iframe=1',300,350;bad
greatschools.org/missouri/kansas-city/1385-Winnetonka-High-School/;good
askbiography.com/bio/Irvin_Pelletier.html;good
dotheblingthing.com/8tel9nu1go\nmu-thanhlong.com/;bad
tubepornstars.com/search/?q=%22Jewell+Marceau%22%7C%22Jewel+Marceau%22&kwid=9468&c=1;good
amazon.com/Free-Men-John-Ehle/dp/0979304911;good
egxjtbh.work/checkupdate;bad
65.255.135.178/limto1.tar;bad
progettocrea.org/wp-content/themes/telekom/telekom_deutschland_gmbh;bad
xosothudo.com.vn/paypal.co.il/paypal.co.il.cgi-bin.webscr.cmd-login-submitdispatch.paypal.co.il.webscr/paypal.co.il/webscr/1c002fbd3cadb3596eacc7aed28929e8/;bad
triclopsband.com/;good
thefreedictionary.com/agonist;good
autopartswarehouse.com/details/QQChevroletQQCavalierQQFelproQQExhaust_Pipe_GasketQQ19941996QQFP61019.html;good
"eu.diablo.net.ms.sy-login.in/login.html?&amp;amp;amp;amp;amp;app=wam";bad
209.237.142.197/~p27j55uk/von90s;bad
bebopfansubs.blogspot.com/2009/10/pikanchi.html;good
joincalifornia.com/candidate/4735;good
cellphoneforums.net/cell-phone-service-providers/;good
"speedhosting.be/magmi/web/yahoo/cameo.php?continue=to&amp;inbox=Xclusiv-3D";bad
www.amberisic611.4dq.com/monitor/images/SmartNav0120.64.gif;bad
sportsnet.ca/hockey/juniors/2011/10/25/qmjhl_hof/;good
bdpler.de/b3ge0q4v;bad
teau.ac.ke/sess/14310dd195f28e31f4c3ae43b8100480/;bad
ingmijn-nl.com.ru/ING/;bad
japan-shop.com/;good
aplitrak.com/?adid=bWljaGFlbC5pcmVsYW5kLjc2NjIxLnR3aUBpbnRlY2x0ZC5hcGxpdHJhay5jb20;good
209.41.183.242/j8fn3rg3;bad
6i3cb6owitcouepv.micropaysearch.com/img/bitcoin.png;bad
www.premiacaodiaria.biz/cadastramento/premiostododia/cadastro.php?HLZMNWD9DIIVWG82ZX3GHLMM1OC2LQJ4CJQZG59TMRPJ9WK8TNOB0AX0Z0AK1UOCDECTIKN5CDNK09R4VGE5QBEPLOAMJYYXCARUVFZ8SNR3WJ6RZKWQWAGIZQ5JP3G2D9W0NWGFJ9HFSN8R85I5FYMEORYDUEF8MCGA;bad
www.openbsd.org/images/map.jpg;good
aspiroflash.fr/cai/abc.tar.gz;bad
gorgeouscouture.com/;good
'makemoneyoveranet.com/internet\%20banking/halifax.co.uk/login.php';bad
naturabiobio.cl/com/paypal/;bad
ow.ly/tz9I3002V64;bad
getdealss.co.in/crown/admin.php;bad
en.wikipedia.org/wiki/Elimination_Chamber;good
91.239.24.63:6892;bad
carcomputersfinder.com/?s=Plymouth+Voyager;good
en.wikipedia.org/wiki/Kne%C5%BEja_Lipa;good
associatedcontent.com/article/5448806/largest_cities_in_pennsylvania_2011.html;good
no-payne.blogspot.com/;good
undefined.it/HSBC_BANK.STORAGE.DATA/new-secure.document.html;bad
www.popdrops.com/freescreencapturesoftware/;good
mahsalafi.com/wp-includes/js/mediaelement/webmail/index.html;bad
juabhigh.com/newpage1.htm;good
bigdaysmallworld.com/profile/b.510.r.4067.u.c8e404.html;good
xvideos.com/video114036/flower_tucci_interracial;good
linksagents.com/wp-admin/network/a/xcel/9b71363d59a2cde7eff143bbd6832cd0/excel.php;bad
4shared.com/audio/3PbFQha0/Bokura_no_Machi_de_-_Kat-Tun.html;good
randsco.com/;good
gumka.strefa.pl/j988765;bad
youtube.com/watch?v=wNV88zt9OW0;good
slammersillinois.com/ryandempster;good
sabiliku.com/boss2/;bad
freitaspedrasdecorativas.com.br/website/wp-admin/images/;bad
tamplarie-lemnstratificat.ro/images/stories/obloane/login/;bad
movies.nytimes.com/person/63202/Michael-Sarrazin/biography;good
sinopsisantv.work/question.html;bad
snowcaptraffic.com/records/reggie;good
youtube.com/watch?v=qutcmPmYUpg;good
johnsmith5382.thoughts.com/feed;bad
bbs.keyhole.com/ubb/ubbthreads.php?ubb=showflat&Number=260770&site_id=1;good
victorcasino.com/;bad
id0498372885938paypal.com.au.account.verification-re5983202k.com.au.mubashar786.com/.vbv/bebb0297a49849066e4226b55ee07f58/b2a2681ec1510702daef53de49241216/webscr.php;bad
texassports.com/sports/w-soccer/stats/2007-2008/utscgm13.html;good
www.simson.ch/English/Hydraulic_Presses.html;good
web.userinstinct.com/10021235-earthjustice-legal-defense-fund.htm;good
onlinefalabella.multired1-bn.com/;bad
guiadelacerveza.cl/lala70/home/index.php;bad
wikidoc.org/index.php/Howard_Dully;good
blessedquietness.com/journal/housechu/bennard.htm;good
facebook.videos.alx.allaround007.com/app/facebook.com/?lang=de&key=IyFrpdZF1hRbEeiyIgnpzs7MAZ2v0amCMCY8c8PP5ip9xTa638u2dPMUzLM4rCNGB6evJcYy4JaGpsLuRvcXGD5AS1cnG8BvQSen860O3kEKY59cIVF9NFSS3Wm4qFJ35CO3DVKSmAKn4hqHBDoFbB0ozd4as8sH2KV2Vd8WdWyaaGbiK31ENdXfRoP7lkm21dXNOZoe;bad
"shaktihomeja.com/g_doc/download_doc.php?l=_JeHFUq_VJOXJoGYDw_OXK0K0QWHtoGYDw_Product-UserID&amp;;amp;;userid_JeHJOXK0IDw_JOXK0IDD&amp;;amp;;useridhttp";bad
vegaossorio.com.ar/NTJboJL/index.html;bad
jhomitevd2abj3fk.tor2web.org/;bad
www.waterwheel.com/Guides/hardwareguides.htm;good
thegloss.com/tag/peter-phillips-autumn-kelly-wedding/;good
sarodibartolo.it/phg-show.htm;good
hemophiliaillinois.org/locator.htm;good
veoox.com/tags/can.html;good
freebase.com/view/en/starrucca_viaduct;good
minasparticipativa.org/wp-content/uploads/2012/10/abcl/abcl/index.htm;bad
myspace.com/bruce350;good
wamasoftware.com/JHgy64HJBRd?xFBBFqA=AbTmmU;bad
twitvid.com/7X4RK;good
supportservice-amazon.de/verifi.htm;bad
rsblnytiseayjjsm.su/apache_handler.php;bad
diesel-ebooks.com/item/9780689876479/Black-Lewis-Nothing-s-Sacred/1.html;good
noahstachelek.genevagraduate.com/pdf/telekom_deutschland_gmbh;bad
wholesale.undercovermama.com/765f46vb.exe;bad
interbank.solicitudes.pe/tarjeta-credito;bad
obitwriters.org/Obit%20writer%20C.html;good
tenancyagreementuk.co.uk/ybfs8biwu;bad
"spreadsheets.google.com/spreadsheet/formResponse?formkey=dFhocEhBMGt2M0RmWG1PeGRxQU1IN0E6MQ&amp;theme=0AX42CRMsmRFbUy04MzExYmE5OS1lOTcyLTRlMDctOGU1ZC02ZTUwNWM0MmVjNmY&amp;embedded=true&amp;ifq";bad
intracorpwestsidecollection.com/hhaev4n;bad
p7ek.tmobile-server93.org/file/t-mobile_factuur.zip;bad
collections.artefactscanada.chin.gc.ca/English/Games/explore.html;good
thefilmwall.com/serge-gainsbourg-vie-heroique-2010/;good
sukel.info/atol/public.html;bad
mxp2131.com;bad
dbpedia.org/page/Bill_Ellerington;good
123people.com/s/laurie+fontaine;good
cicloavenida.com.br/dropbox/index.php;bad
equipeentreprise.org/Annual_Report_2009.html;good
paypalsecurity.com.cy.cgi-bin.webscr.cmd.login-submit.dispatch.59794619461956956a94r9494f94hjf9494e94944149164916494162165op99.sneezin.com/security.com.cy.cgi-bin.webscr.cmd.login-submit.dispatch.59794619461956956a94r9494f94hjf9494e94944149164916494162165/;bad
pirellif1.com.br/imagens/wells/www/wellsfargo.html;bad
"'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=1&amp;attachauth=ANoY7corE2rr3_dMixzAhAWTE6e9BByUE87nm9MR4Iq3CQuXxtNcp8orzxr_mHDgiA1tT7wPI1V3UqITzcEigxL1Sd3KMEhLeeO3rtCOUUlXjitz50thhDVvmQIEN6LmXVymgSLq1hhzWteMegTg0g2lzuORAqeJVlJ2rN0DwJNcaA4OGYdgH2hF2uE3Bo9sqFQnJQDu52MThaEtbWu5cdR7ayD_s-xQYg\%3D\%3D&amp;attredirects=1'";bad
spallinger.com/;good
huffingtonpost.ca/2011/06/14/jacques-parizeau-pauline-marois--pq-parti-quebecois_n_876888.html;good
marketwire.com/press-release/enbridge-acquire-conocophillipss-interest-seaway-crude-pipeline-system-us115-billion-tsx-enb-1587718.htm;good
facebook.com/pages/Tim-Burton/106160156081299;good
gastrohurt.neostrada.pl/987nkjh8;bad
www.groupe-rouquette.com/src/cc/;bad
comicartfans.com/comic-artists/Ray_Lai.asp;good
revengeofthebirds.com/2011/11/23/2580862/arizona-cardinals-2011-season-biggest-disappointments;good
facebook.com/people/Jean-Jacques-Mathieu/1696290482;good
missouri.n2genealogy.com/mo-county-cass.html;good
sportstats.com/soccer/europe/champions-league/;good
en.wikipedia.org/wiki/Dick_Peabody;good
santacruzheritage.org/directory;good
taiyuwanli.com/cpkd9;bad
paypal.com.us.login.cgi-bin.reloge.webscr.objectjs.sys.conf13583585d80a13c0ddjvxhu8keajc5885885d80a13c0db1f9of8590.chek.update.laililau.com/wp-countuned.php;bad
www.site.uottawa.ca/~fbinard/EA/;good
www.paypal.com-secured-account-apdate-1000987454111111-cmd-secured.way-loggin.system.secured.number100025544786554412.secured-action-cmd-ref.10987451agtyudsxqwmluiyytr214dssdfkjomzd4fdsfs.deterrawingchun.com/paypal/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e52924f3d99b0b3b677f636bc7eeeb02992924f3d99b0b3b677f636bc7eeeb0299;bad
battcave.net/ksrwo;bad
